Geneid	Gr11.bam	Gr12.bam	Gr13.bam	Gr31.bam	Gr32.bam	Gr33.bam
NFKBIZ	51	42	48	1632	651	2546
LOC112587409	0	0	0	4	2	2
LOC123327569	0	0	0	2	4	0
ZPLD1	0	0	0	0	0	2
TRNAF-AAA_2	0	0	0	0	0	0
LOC123465681	51	80	40	65	44	46
LOC112587421	0	0	0	0	0	0
LOC123333955	0	0	0	0	0	0
TRNAR-GCG	0	0	0	0	0	0
ALCAM	290	376	55	1088	582	1607
LOC123333242	4	3	3	3	0	5
CBLB	443	362	272	393	206	572
TRNAC-GCA_8	0	0	2	0	0	0
LOC102388954	84	98	122	18	7	13
CCDC54	0	0	0	0	0	0
LOC123333247	2	0	3	0	0	0
LOC112587463	0	0	0	0	0	0
BBX	4285	2897	4473	1186	544	1732
LOC112587523	0	0	0	0	0	0
LOC123333254	0	0	0	0	0	0
LOC123333255	0	0	4	2	0	2
LOC123465683	0	0	0	2	2	0
LOC123465684	0	0	0	10	25	4
CD47	1452	1316	1838	1910	1652	2172
IFT57	50	107	72	224	146	247
HHLA2	12	13	7	0	0	0
MYH15	4	0	0	8	2	8
LOC123333259	0	0	0	0	0	0
CIP2A	381	504	364	109	63	138
DZIP3	216	110	252	166	121	198
LOC102392936	0	0	0	0	0	0
LOC102392611	23	97	67	43	33	41
GUCA1C	0	0	0	0	0	0
MORC1	0	0	0	0	0	0
C1H3orf85	0	0	0	0	0	0
LOC102395684	0	2	0	0	0	1
DPPA2	0	0	0	0	0	0
DPPA4	0	0	0	0	0	0
LOC123333984	0	0	0	0	0	0
LOC123333986	0	0	0	0	0	0
LOC112587334	0	0	0	0	0	0
LOC123465612	0	0	0	0	0	0
NECTIN3	532	1065	439	323	176	448
LOC123333292	8	10	15	0	0	0
TRNAF-GAA_1	0	0	0	0	0	0
CD96	0	0	0	19	33	3
ZBED2	0	0	0	0	0	0
LOC123333296	0	0	0	2	0	2
PLCXD2	202	270	240	58	32	75
PHLDB2	622	349	167	1931	1194	2529
ABHD10	111	127	139	167	179	113
TAGLN3	2	2	2	0	0	0
TMPRSS7	2	0	0	0	0	0
C1H3orf52	114	165	83	38	48	32
GCSAM	0	0	0	0	0	0
SLC9C1	0	0	0	0	0	0
LOC123333306	1	0	2	2	0	2
CD200	40	57	35	10	2	16
BTLA	0	0	0	0	0	0
ATG3	471	455	542	380	412	344
SLC35A5	385	482	375	236	180	297
CCDC80	805	227	193	947	775	1135
LOC102390503	0	0	0	0	0	0
LOC102390732	0	0	0	2	0	2
LOC102391055	94	69	89	93	146	50
GTPBP8	134	119	123	91	84	79
NEPRO	62	61	52	49	44	38
BOC	188	219	81	149	61	206
LOC123333345	0	0	0	0	0	0
CFAP44	9	0	2	0	0	0
LOC102393372	22	10	8	29	22	26
SPICE1	192	143	250	94	82	121
SIDT1	32	38	17	3	4	12
LOC112587533	0	0	0	0	0	0
USF3	813	510	774	236	122	388
LOC112579682	2	1	7	3	4	4
LOC102396662	30	18	33	14	13	12
LOC112584611	30	23	33	12	9	21
NAA50	1990	1525	1423	880	853	910
ATP6V1A	3599	4369	3254	977	801	1088
GRAMD1C	211	382	241	387	413	364
ZDHHC23	877	1122	940	323	211	450
CCDC191	83	35	93	50	31	80
QTRT2	84	36	67	30	24	43
DRD3	0	0	0	0	0	0
TIGIT	0	0	0	0	0	1
ZBTB20	1033	386	1105	1750	448	3091
LOC123328310	4	0	3	2	0	8
LOC123328172	2	0	4	4	0	4
LOC112584636	2	0	0	0	0	0
TRNAS-GGA_4	0	0	0	0	0	0
LOC123334040	0	0	0	0	0	0
GAP43	4	6	0	0	0	0
LOC102392575	133	14	102	146	10	262
LOC123333404	0	0	0	0	0	0
TRNAK-UUU_2	0	0	0	0	0	0
TRNAC-GCA_9	0	0	2	0	0	0
LOC123334045	0	0	0	0	0	0
LOC123333415	0	0	0	0	0	0
LOC123333416	0	0	0	0	0	0
TRNAW-CCA_8	0	0	0	0	0	0
LOC123333420	0	0	0	0	0	0
LOC123333419	0	0	0	0	0	0
IGSF11	4	14	0	4	4	2
TEX55	0	0	0	0	0	0
UPK1B	356	617	30	1985	1821	2046
B4GALT4	328	204	109	547	361	711
LOC123333428	40	6	28	16	6	17
ARHGAP31	1926	736	1300	316	104	549
TRNAC-GCA_10	0	0	0	0	2	0
TMEM39A	396	344	261	176	154	182
POGLUT1	275	282	205	68	35	97
TIMMDC1	119	115	116	83	80	95
CD80	3	0	8	15	6	17
ADPRH	34	4	12	37	24	51
PLA1A	52	2	27	20	0	49
LOC123333438	0	0	0	0	0	0
POPDC2	0	0	2	8	0	14
LOC102402465	175	235	135	296	400	215
CFAP91	8	2	6	12	4	26
NR1I2	0	0	0	0	0	3
GSK3B	1891	1628	1697	724	403	986
LOC112584683	0	0	0	0	0	0
GPR156	81	39	31	22	15	20
LOC123332952	1	0	0	0	0	0
LRRC58	302	241	184	189	110	267
FSTL1	5513	2321	2788	2558	2162	2804
LOC112584686	7	5	0	0	0	0
LOC102399448	6	2	4	4	2	2
NDUFB4	179	330	137	195	237	173
HGD	4	21	2	4	2	2
RABL3	225	256	177	181	169	188
GTF2E1	253	343	272	78	88	101
TRNAW-CCA_9	0	0	2	0	0	0
LOC112587433	2	0	2	1	0	1
STXBP5L	12	32	6	12	0	18
TRNAW-CCA_10	0	0	0	0	0	0
LOC123333461	6	0	0	0	0	0
POLQ	471	376	577	2	0	16
ARGFX	0	0	0	0	0	0
FBXO40	6	1	2	4	8	10
HCLS1	45	23	64	162	113	196
GOLGB1	5011	3187	5564	3143	1517	4727
IQCB1	250	221	248	154	187	125
EAF2	44	70	80	102	155	59
LOC102403840	1434	3462	1669	184	121	213
LOC102404397	3	9	7	6	9	2
ILDR1	54	97	18	46	32	41
CD86	139	124	94	158	273	54
CASR	0	0	0	0	0	2
LOC102411022	0	0	0	0	2	3
CSTA	0	0	0	20	0	40
MIX23	97	92	56	73	86	58
FAM162A	93	119	44	563	809	347
WDR5B	52	19	30	17	14	21
KPNA1	826	716	681	633	439	862
LOC112587344	4	0	4	3	1	4
LOC112584741	0	0	0	0	0	0
PARP9	258	521	215	189	126	291
DTX3L	220	582	175	201	111	292
PARP14	386	778	373	238	185	307
HSPBAP1	168	179	158	43	47	66
SLC49A4	162	216	114	109	86	124
LOC112587534	0	0	2	0	2	1
LOC123333588	4	0	2	2	0	2
LOC123333589	10	5	3	9	5	11
SEMA5B	99	106	69	20	7	59
LOC112584880	14	2	14	4	0	21
PDIA5	293	457	219	159	93	196
SEC22A	270	492	311	168	150	147
ADCY5	40	31	24	285	10	513
HACD2	1905	3090	2291	413	347	503
MYLK	623	220	164	4118	82	8347
CCDC14	87	53	94	16	6	37
ROPN1	0	0	0	0	0	0
LOC123333617	0	0	0	0	0	0
KALRN	900	667	793	462	36	853
LOC123331266	3	1	1	3	0	8
LOC123331464	1	0	11	0	2	3
LOC102399336	6	6	2	6	4	4
UMPS	404	376	302	220	153	306
ITGB5	621	576	275	737	470	951
LOC102398154	7	13	2	0	0	0
LOC102408646	124	112	51	87	102	73
HEG1	2538	839	1251	643	160	1044
SLC12A8	42	18	26	6	6	6
TRNAV-AAC	0	0	0	0	1	0
ZNF148	1286	1067	1289	970	820	1064
LOC112585014	2	0	4	12	22	4
LOC112585019	2	0	0	0	1	0
SNX4	747	1107	790	559	640	495
OSBPL11	308	279	296	267	204	321
LOC102415874	0	0	0	0	0	0
LMLN	182	99	114	106	79	155
IQCG	2	2	0	10	13	8
RPL35A	2221	3481	1867	2899	3546	2248
LOC123333647	477	913	370	196	188	231
LRCH3	1021	902	867	656	467	838
FYTTD1	619	667	507	733	800	632
RUBCN	196	132	97	223	118	331
MUC20	77	56	59	5419	1382	9439
MUC4	22	2	30	49	29	60
LOC123333673	35	6	34	28	22	33
TNK2	151	105	68	174	119	239
LOC123333686	0	0	0	0	0	0
TFRC	1730	3025	1848	1362	1167	1533
ZDHHC19	4	4	6	4	2	6
LOC112585074	0	0	0	0	0	0
SLC51A	1	0	2	0	0	0
PCYT1A	735	792	652	392	264	503
DYNLT2B	99	149	61	127	154	65
TM4SF19	3	6	0	0	2	0
UBXN7	1489	1105	1640	941	648	1272
LOC102404925	0	0	2	0	0	0
RNF168	310	269	333	162	130	217
SMCO1	0	0	2	0	0	0
WDR53	58	60	85	74	66	92
FBXO45	106	121	105	62	68	65
NRROS	43	8	19	15	23	16
CEP19	71	81	64	38	25	58
PIGX	198	216	162	169	133	146
PAK2	4294	4534	4867	1935	1243	2507
LOC102402347	8	5	17	9	2	12
SENP5	688	572	779	318	216	389
NCBP2	307	401	283	213	261	218
NCBP2AS2	18	31	12	15	19	12
PIGZ	188	301	116	111	86	137
MELTF	18	22	1	8	6	8
DLG1	1622	1594	1858	1196	678	1691
LOC112587486	3	0	3	0	0	2
LOC112587333	3	0	3	0	0	2
LOC112587831	0	0	0	0	0	0
BDH1	82	109	37	8	4	12
LOC102411445	0	5	0	0	0	0
LOC102412857	0	0	0	0	0	0
APOD	2	0	0	2	0	4
PPP1R2	336	465	333	732	719	678
TRNAR-CCU_1	4	0	0	5	0	5
ACAP2	746	522	695	499	376	638
XXYLT1	101	150	63	42	9	87
LOC123333753	0	0	0	0	0	0
LOC123333757	0	0	8	0	0	2
FAM43A	61	124	26	139	24	253
LSG1	266	156	214	144	135	152
TMEM44	34	14	26	134	25	213
LOC123333767	8	4	6	4	3	4
ATP13A3	2459	3561	3288	4726	3417	5972
GP5	4	4	2	9	15	2
LRRC15	6	2	2	10	12	6
CPN2	6	4	0	0	0	0
LOC102403259	0	0	0	0	0	2
LOC123334085	0	0	0	0	0	0
LOC123334090	0	0	0	0	0	0
LOC123333771	0	0	0	0	0	0
LOC112585162	2	0	2	8	4	6
HES1	200	237	133	425	657	264
LOC123334098	0	0	0	0	0	0
LOC123333778	0	0	0	0	2	0
LOC102390161	0	0	0	0	0	0
OPA1	913	930	816	401	281	547
ATP13A4	2	16	6	4	4	4
ATP13A5	0	0	2	0	0	0
LOC112585181	16	20	0	0	0	0
PLAAT1	0	0	0	4	4	2
TRNAR-GCG_1	0	0	0	0	0	0
LOC112585183	4	1	1	2	0	8
MB21D2	204	286	155	123	67	156
LOC123333795	0	0	2	0	0	0
FGF12	54	7	10	10	22	4
LOC112585187	2	0	4	2	0	4
CCDC50	1043	834	1234	560	337	734
UTS2B	0	0	0	0	0	0
OSTN	24	2	10	0	0	0
LOC102399885	2	0	4	0	0	0
GMNC	0	0	0	0	0	0
LOC102397633	0	0	0	0	0	0
LOC102396581	158	311	266	245	137	339
TMEM207	24	36	10	0	0	0
CLDN16	0	0	0	0	0	0
LOC123333810	0	0	2	0	0	0
CLDN1	1055	1057	1044	4035	4388	3801
TRNAG-CCC_7	4	0	12	29	48	13
P3H2	99	156	29	61	70	79
LOC112587875	0	0	0	0	0	0
TP63	1977	1520	1971	0	0	0
TPRG1	0	0	0	0	0	0
LOC123333815	0	0	0	0	0	0
LOC102391153	2265	1876	1847	2942	712	5176
LOC123332220	22	5	58	38	4	61
LOC123334125	0	0	0	0	0	0
LOC102393222	0	2	2	12	10	4
LOC112585211	0	0	0	0	0	0
TRNAC-GCA_11	0	0	0	0	0	0
LOC102393439	16	5	20	45	30	60
BCL6	1805	1060	1813	722	406	1008
RTP2	0	0	0	0	0	0
SST	0	0	0	0	0	0
LOC112585217	0	0	2	0	0	0
TRNAC-GCA_12	0	0	0	0	0	0
RTP4	9	16	4	19	16	11
LOC102398510	32	6	12	4	12	7
MASP1	325	195	44	76	156	36
RTP1	0	0	0	2	2	0
LOC112585223	0	0	0	0	0	0
LOC112585225	0	0	0	0	0	0
ST6GAL1	73	71	22	19	10	33
LOC112585227	0	1	0	1	1	0
LOC123333825	0	0	0	0	0	0
ADIPOQ	0	0	2	0	0	0
RFC4	203	190	150	46	36	52
EIF4A2	2473	3805	2645	2903	3068	2760
LOC112587439	19	13	12	17	22	2
LOC112587423	722	817	1114	1092	1427	705
LOC112587487	15	9	34	30	58	16
LOC112587496	21	12	21	20	23	15
KNG1	6	335	0	0	0	0
HRG	0	8	0	0	0	0
FETUB	83	5163	0	0	0	0
AHSG	158	11181	4	2	0	2
DNAJB11	1077	1149	841	186	124	261
TBCCD1	98	96	80	51	28	61
LOC123333832	8	0	10	0	1	0
CRYGS	5	0	9	2	4	0
LOC123334158	0	0	0	0	0	0
DGKG	8	0	2	35	2	45
ETV5	167	130	185	6	6	10
LOC123334164	0	0	0	0	0	0
LOC102411942	0	0	0	0	0	0
TRA2B	1794	1791	1718	874	575	1223
TRNAE-UUC_6	0	0	0	0	0	0
IGF2BP2	621	329	355	270	56	482
LOC112585242	7	3	7	9	3	11
SENP2	685	527	669	590	397	771
LOC112587900	0	2	0	0	0	0
LIPH	943	1311	894	611	708	460
LOC102406221	14	4	11	17	17	9
TMEM41A	131	148	89	78	46	88
MAP3K13	35	17	24	92	43	137
LOC123333850	0	0	0	0	0	0
EHHADH	85	62	14	32	26	43
C1H3orf70	90	25	22	83	46	150
VPS8	788	671	991	558	441	678
TRNAK-UUU_3	0	0	3	0	0	0
LOC123464608	1	0	0	2	0	2
LOC102413993	0	0	0	0	2	0
LOC123333860	0	0	0	0	0	0
LOC123333861	0	0	0	0	0	0
MAGEF1	97	96	50	40	22	56
LOC123333862	0	2	0	2	2	0
LOC123333868	0	0	0	0	0	0
TRNAE-UUC_7	0	0	0	0	0	0
LOC123333865	0	0	0	0	0	0
LOC123334174	0	0	2	0	0	0
EPHB3	121	96	37	174	106	216
LOC123334178	0	0	0	0	0	0
LOC102411381	0	0	0	0	6	0
LOC102410819	28	20	39	0	0	0
LOC123465623	0	0	0	0	0	0
LOC112587438	0	0	0	0	0	0
CHRD	37	18	4	246	196	334
THPO	10	4	2	47	32	72
LOC112585452	0	0	0	0	4	0
POLR2H	166	212	128	234	343	129
LOC123465624	0	1	0	2	0	4
CLCN2	222	254	126	53	28	86
LOC123465866	1	0	1	0	0	0
FAM131A	36	27	39	60	26	73
EIF4G1	5577	5017	3494	2230	955	3481
LOC112587468	6	4	12	21	19	17
PSMD2	2441	2465	1566	1413	901	1978
LOC102404191	68	111	70	13	8	19
CAMK2N2	21	48	5	2	4	0
ALG3	166	203	97	64	24	90
VWA5B2	0	2	5	0	4	0
LOC112585503	16	18	25	18	8	20
ABCF3	362	315	220	190	98	314
AP2M1	2061	2211	1468	1772	1572	1904
DVL3	698	513	424	430	206	580
EIF2B5	514	530	433	409	282	484
LOC102399663	8	10	10	7	10	7
LOC102399117	0	0	2	0	0	0
LOC102398799	0	2	3	0	0	0
LOC102398475	0	0	0	0	0	0
ABCC5	2535	1002	2823	160	79	267
LOC102397187	2	0	0	0	0	0
LOC102396873	5	6	2	4	4	0
PARL	378	357	248	203	265	147
MAP6D1	87	42	123	51	57	51
LOC123333968	6	0	7	0	1	0
YEATS2	1798	1130	1496	505	261	755
LOC102390972	0	0	0	2	2	0
KLHL24	1247	1347	1509	796	400	1190
KLHL6	10	5	10	15	21	4
LOC102403745	35	12	13	13	6	22
LOC112587424	0	0	8	0	0	0
LOC112587491	0	0	0	0	0	0
MCF2L2	41	11	32	56	74	53
B3GNT5	437	425	631	218	124	292
LOC123333973	24	0	16	2	3	0
LAMP3	6	0	2	10	8	10
MCCC1	224	302	244	92	90	108
DCUN1D1	592	841	610	479	362	540
LOC123333978	17	1	10	12	2	18
ATP11B	3538	5725	4238	1027	667	1385
LOC123334296	0	6	2	0	0	0
LOC102408170	2	0	2	0	2	0
TRNAS-GGA_5	0	0	0	0	0	0
LOC123334367	0	0	0	0	0	0
LOC123334378	0	0	0	0	0	0
LOC123334382	0	0	0	0	0	0
LOC123334387	0	0	0	0	0	0
LOC123333982	0	0	2	0	0	0
TRNAR-CCU_2	0	0	0	0	0	0
LOC123465889	0	0	0	0	0	0
LOC123333983	0	0	0	0	0	0
LOC102397183	0	0	0	0	0	0
SOX2	0	0	0	0	0	0
LOC102397510	2	0	0	0	0	0
LOC123465890	2	0	2	0	0	0
TRNAG-GCC_4	0	0	0	0	0	0
LOC112585561	0	0	0	0	0	0
DNAJC19	83	127	58	133	188	54
FXR1	1215	1215	1382	904	573	1221
TRNAC-ACA_8	0	0	0	0	0	0
CCDC39	2	2	2	8	8	1
TTC14	484	373	494	196	186	234
PEX5L	0	0	6	0	0	0
TRNAC-ACA_9	0	0	0	0	0	0
USP13	716	211	565	58	34	73
NDUFB5	477	955	435	438	501	327
MRPL47	143	208	173	104	124	69
ACTL6A	286	261	235	107	74	107
GNB4	2570	3243	2554	489	372	562
MFN1	738	730	582	796	566	1016
ZNF639	360	279	324	190	120	254
KCNMB3	33	9	23	10	14	11
PIK3CA	1334	1359	1560	1365	781	1918
LOC112587440	2	0	12	0	0	2
ZMAT3	599	504	612	71	52	101
TRNAW-CCA_11	2	0	0	0	0	0
TRNAG-UCC_4	0	0	0	0	0	0
KCNMB2	0	0	0	0	0	0
LOC112587419	0	0	0	0	0	0
LOC112585597	2	0	0	2	0	2
LOC123334025	0	0	0	0	0	0
LOC123334393	0	0	0	0	0	0
LOC123334027	0	0	0	0	0	0
LOC123334031	0	0	0	0	0	0
TBL1XR1	2025	2001	2389	1121	785	1361
LOC123334036	4	0	0	0	10	0
LOC123334035	4	0	0	0	0	0
LOC112585609	0	0	0	0	0	0
TRNAC-ACA_10	0	0	0	0	0	0
TRNAC-ACA_11	0	0	0	0	0	0
LOC123334397	0	0	2	0	0	0
LOC123334037	0	0	0	0	2	0
LOC112587532	0	0	0	0	0	0
NAALADL2	599	469	580	363	225	537
TRNAC-GCA_13	1	0	2	0	0	0
LOC112587481	4	0	3	1	1	0
LOC112584506	50	19	87	3	2	1
LOC123332277	8	3	45	0	0	0
LOC112587445	0	0	0	0	0	0
LOC123334403	0	0	0	0	0	0
NLGN1	20	10	2	14	2	30
SPATA16	2	8	4	6	4	6
LOC123334409	0	0	0	0	0	0
ECT2	1314	2107	1613	63	53	79
NCEH1	447	866	626	468	175	770
TNFSF10	43	189	48	65	8	131
GHSR	0	0	0	0	0	0
LOC112577799	0	2	0	0	0	0
LOC123334081	2	0	2	2	0	2
FNDC3B	5036	4629	4308	3538	1836	5335
LOC123334080	253	64	431	82	48	101
LOC123334078	17	17	40	19	7	30
LOC102414166	77	34	106	0	0	0
LOC112585625	108	25	197	0	0	2
TMEM212	0	2	0	0	0	0
LOC112585054	61	36	10	13	10	27
PLD1	2250	1315	2495	660	352	977
LOC102416376	0	8	23	7	4	6
TNIK	1335	939	1141	541	439	638
LOC123334097	19	3	24	2	2	2
SLC2A2	0	2	0	84	163	4
EIF5A2	132	94	81	109	81	162
RPL22L1	219	213	162	129	101	170
TRNAE-CUC	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0
CLDN11	78	6	30	9	3	18
SKIL	351	299	252	1238	934	1521
TRNAG-CCC_8	0	0	0	0	0	0
PRKCI	732	774	584	231	214	252
LOC112587504	0	5	3	4	8	0
TRNAA-UGC	2	0	0	0	0	0
LOC123465909	1	2	0	0	4	2
PHC3	1335	631	1010	871	398	1340
LOC112587383	0	0	0	0	0	0
GPR160	15	29	14	6	8	7
LOC112587465	0	0	0	0	0	0
SEC62	1835	2186	1858	1425	959	1947
SAMD7	2	0	2	0	0	0
LRRC31	19	3	26	10	26	1
TRNAC-GCA_14	0	0	0	0	0	0
LRRIQ4	0	0	0	0	0	0
TRNAY-GUA_3	0	0	0	0	0	0
LRRC34	0	3	1	6	6	2
LOC112585646	4	0	17	9	9	8
MYNN	544	465	682	316	236	420
ACTRT3	21	6	25	27	18	37
TRNAV-AAC_1	0	0	4	0	0	0
LOC112587348	0	0	0	0	0	0
LOC102408177	0	0	0	0	0	0
MECOM	139	42	93	139	0	288
LOC112585650	4	0	0	4	0	6
LOC123334426	0	0	0	0	0	0
LOC102399298	0	2	0	0	2	0
GOLIM4	606	883	407	486	176	785
LOC102402573	0	0	0	0	0	0
SERPINI1	34	120	22	150	234	91
PDCD10	478	864	531	909	1298	467
WDR49	0	2	0	0	0	0
SERPINI2	0	4	0	0	0	0
ZBBX	0	0	0	2	0	2
LOC112577986	0	0	0	0	0	0
BCHE	9	28	4	4	0	10
LOC123334159	0	0	0	0	0	0
SLITRK3	0	0	0	0	0	0
SI	0	0	0	0	0	0
TRNAL-CAA	0	0	0	0	0	0
LOC123334161	0	0	0	0	0	0
LOC112587410	0	0	0	0	0	0
TRNAS-GGA_6	0	0	0	0	0	0
LOC123334163	0	0	0	2	0	5
OTOL1	0	0	0	0	0	0
LOC112578026	0	1	2	0	0	0
SPTSSB	24	243	3	827	1064	556
NMD3	414	396	318	283	312	293
LOC123334171	0	0	0	0	0	0
B3GALNT1	350	406	333	118	63	165
LOC123334190	2	0	10	0	0	0
PPM1L	851	906	1152	36	14	34
ARL14	0	0	2	0	0	0
KPNA4	1692	1687	1560	963	988	1015
LOC112587494	2636	3377	4607	10930	18166	3897
TRIM59	112	157	116	33	34	44
SMC4	1216	1058	1309	144	99	222
IFT80	106	127	121	69	50	75
LOC102406432	2	0	0	0	0	0
C1H3orf80	2	0	0	0	0	0
LOC102409360	144	48	90	35	22	51
IL12A	0	0	0	0	0	0
LOC112585725	0	0	0	2	1	4
LOC102407618	295	164	198	330	142	426
LOC123334220	2	6	3	3	4	6
TRNAE-UUC_8	0	0	0	0	0	2
LOC123465919	8	2	2	76	20	139
IQCJ	5	0	1	0	0	0
LOC123334223	7	2	14	0	0	2
TRNAC-GCA_15	1	0	0	0	0	0
LOC123334242	2	0	1	0	0	0
LOC102404426	0	0	3	0	0	0
MFSD1	947	933	857	207	199	204
LOC123334238	2	0	4	6	0	6
LOC123334260	2	0	0	2	0	2
RARRES1	1247	1110	389	3551	1500	5713
GFM1	326	386	208	119	91	134
LXN	144	217	109	78	67	70
MLF1	75	39	48	74	54	92
LOC123334265	67	96	113	20	4	35
LOC123334266	99	121	107	63	60	61
RSRC1	278	315	330	149	120	191
SHOX2	150	177	85	30	2	54
VEPH1	183	128	141	36	49	24
PTX3	65	14	33	1168	608	1717
LOC112587531	0	0	0	0	0	0
LOC123334302	2	0	0	0	0	0
TRNAC-GCA_16	0	0	0	0	0	0
LOC112587394	0	0	0	0	0	0
LOC112585766	3	2	9	12	18	18
CCNL1	857	446	965	2128	1395	2851
LOC112585772	0	0	0	4	6	0
LOC112585774	0	0	0	48	48	34
LEKR1	17	16	11	20	13	23
TRNAW-CCA_12	0	0	0	0	0	0
LOC123334509	36	80	24	15	16	9
LOC102398681	725	882	768	4825	2963	6618
TRNAQ-CUG	0	0	0	0	0	0
LOC123334363	0	0	0	0	0	0
SSR3	1347	1415	804	515	570	476
KCNAB1	61	26	74	128	37	193
TRNAE-UUC_9	0	0	1	0	2	2
LOC123334371	0	0	1	2	0	2
LOC112580255	0	0	0	0	0	0
GMPS	890	802	714	517	306	694
LOC102402041	6	18	10	7	8	6
SLC33A1	518	641	474	147	134	165
C1H3orf33	64	30	50	6	8	8
PLCH1	69	175	78	14	32	0
TRNAC-GCA_17	0	0	0	0	0	0
LOC123334384	1	0	5	0	0	0
TRNAG-GCC_5	0	0	0	0	0	0
LOC112587475	0	0	0	0	0	0
LOC123465989	0	0	0	0	0	0
STRIT1	4	0	4	0	0	0
LOC112587430	0	0	0	0	0	0
MME	6827	7745	6453	768	109	1480
LOC112587519	0	0	0	0	0	0
TRNAK-UUU_4	0	0	0	0	0	0
TRNAC-GCA_18	0	0	0	0	0	0
GPR149	0	0	0	2	2	0
DHX36	864	752	779	568	387	713
ARHGEF26	512	518	440	459	399	543
LOC123334533	0	0	0	0	0	0
LOC102398867	57	45	59	44	29	57
RAP2B	788	696	530	325	270	391
LOC112586095	0	0	0	0	0	0
LOC112587378	0	0	0	0	0	0
P2RY1	1513	1731	1763	22	16	24
TRNAC-ACA_12	0	0	0	0	2	0
MBNL1	2119	1700	2486	1175	517	1881
SUCNR1	2	2	0	2	2	0
LOC102394528	0	8	0	0	0	0
LOC102395508	0	0	0	0	0	0
LOC102393898	0	4	0	0	0	0
LOC102393574	0	4	0	0	0	0
LOC123334628	0	0	0	0	0	0
LOC123334641	0	0	0	0	0	0
LOC102409131	615	280	158	24	33	6
MED12L	288	156	561	128	73	162
P2RY12	42	17	67	3	2	1
P2RY13	8	0	23	6	8	0
GPR87	34	2	43	12	2	45
P2RY14	83	36	134	20	3	29
GPR171	19	2	57	11	12	10
CLRN1	0	11	0	0	0	0
MINDY4B	0	0	0	0	0	0
LOC123334675	0	0	0	0	0	0
LOC112586169	6	0	10	17	6	24
SIAH2	357	308	258	537	469	549
TRNAR-CCU_3	0	0	0	0	0	0
ERICH6	0	0	4	0	0	0
SELENOT	799	1347	756	488	533	475
EIF2A	1017	1009	870	676	549	820
LOC112587442	10	73	42	140	203	67
SERP1	2099	2610	1825	755	624	862
LOC112586179	11	10	7	8	8	4
TSC22D2	2063	1980	2046	1198	985	1406
LOC102400130	9	2	0	2	2	0
PFN2	288	287	116	1066	1008	1125
RNF13	676	1250	632	433	490	365
ANKUB1	0	0	0	0	0	0
COMMD2	120	218	138	182	199	171
TRNAG-UCC_5	0	0	0	0	0	0
WWTR1	1262	1008	1116	1033	746	1287
LOC123334480	51	12	95	24	14	38
TM4SF4	0	0	0	0	0	0
LOC123334481	0	0	0	0	0	0
TM4SF1	1669	1799	1331	347	219	483
TM4SF18	47	8	15	6	0	8
LOC102404339	0	0	0	0	0	0
TRNAS-AGA	0	0	0	0	0	0
LOC102404988	15	1	30	32	2	65
HPS3	254	223	233	121	129	155
HLTF	551	558	530	353	290	386
GYG1	50	35	23	58	61	65
CPA3	0	0	0	0	0	0
CPB1	0	0	0	4	10	0
LOC123466001	0	0	0	0	0	0
AGTR1	539	33	169	31	2	55
TRNAE-UUC_10	0	0	0	0	0	0
LOC112587429	0	0	0	0	0	0
LOC102415010	0	0	0	0	0	0
LOC112587520	0	0	0	0	0	2
ZIC1	6	0	0	0	0	0
ZIC4	0	0	0	0	0	0
LOC123334512	0	0	0	0	0	0
LOC123334513	0	0	2	0	0	0
LOC123334514	0	2	0	0	0	0
PLSCR5	2	4	4	0	0	0
LOC102390086	2	8	2	8	3	8
LOC102389096	210	282	134	861	713	941
LOC123466004	0	0	0	0	0	0
PLSCR4	169	127	68	358	122	528
PLOD2	817	745	291	1238	1044	1307
LOC112578140	0	0	0	1	1	0
LOC112586255	3	0	2	0	0	0
LOC112587345	1	0	0	0	0	0
DIPK2A	659	817	378	252	307	210
SLC9A9	166	91	130	154	143	161
LOC123334535	0	6	4	0	0	0
CHST2	98	84	48	125	58	160
LOC102397726	1442	1081	1530	1012	604	1359
PAQR9	0	0	0	0	0	0
PCOLCE2	61	64	53	39	41	38
TRNAG-CCC_9	0	0	0	0	0	0
TRPC1	164	123	187	186	87	246
LOC112580344	377	818	432	348	264	399
PLS1	2786	5279	3430	1934	1130	2711
TRNAG-UCC_6	0	2	4	0	0	0
LOC123334582	8	0	6	0	0	0
ATR	549	503	561	149	109	253
XRN1	1542	1389	1597	1236	786	1542
GK5	500	525	469	190	151	238
TRNAH-GUG	2	0	4	3	0	5
TFDP2	461	430	448	209	227	171
LOC102388985	596	416	477	161	92	209
LOC123466046	0	0	0	22	12	20
ATP1B3	400	771	260	497	494	535
GRK7	0	0	2	0	0	0
LOC112587403	0	0	0	0	0	0
RNF7	105	83	74	114	85	118
LOC102389985	3	5	2	3	4	1
LOC112587406	0	0	0	0	0	0
LOC123334649	2	0	0	0	0	0
RASA2	599	401	582	488	582	379
ZBTB38	554	333	285	520	197	844
PXYLP1	329	245	297	43	37	60
LOC102394871	0	2	4	0	0	0
SPSB4	14	40	13	0	0	2
SLC25A36	1178	878	1164	644	523	785
LOC123334678	4	0	0	2	0	6
TRIM42	0	0	0	0	0	0
LOC123334685	0	0	0	0	0	0
CLSTN2	12	29	2	0	0	0
